Property_ID,Property Type,Bedrooms,Bathrooms,Area,Price,Description,Location,District,City
F893121520,شقة,3.0,3.0,147.0,1079000.0,شقة للبيع في النرجس، شمال الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
Q180780624,شقة,4.0,3.0,140.0,905000.0,شقة فاخره بحي القادسية لراغبي التميز,القادسية، شرق الرياض، الرياض,حي القادسية,الرياض
S450036339,شقة,3.0,4.0,173.0,450000.0,"شقة للبيع في بدر, جنوب الرياض",بدر، جنوب الرياض، الرياض,حي بدر,الرياض
B752754860,فیلا,4.0,7.0,303.0,5880000.0,"فيلا للبيع في الملقا, شمال الرياض",الملقا، شمال الرياض، الرياض,حي الملقا,الرياض
L048647177,فیلا,9.0,6.0,312.0,1600000.0,"فيلا للبيع في طويق, غرب الرياض",طويق، غرب الرياض، الرياض,حي طويق,الرياض
L075155414,استراحة,3.0,1.0,450.0,4500000.0,"أستراحة للبيع في بنبان, شمال الرياض",بنبان، الرياض,حي بنبان,الرياض
O525625941,فیلا,7.0,6.0,449.0,3500000.0,فيلا للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
K648420020,فیلا,5.0,7.0,595.0,3000000.0,فيلا حي المعيزيله -درج داخلي - مستخدمة,المعيزلة، شرق الرياض، الرياض,حي المعيزلة,الرياض
D673704645,فیلا,4.0,5.0,432.0,3800000.0,فيلا للبيع في العارض، الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
V024212599,دور,4.0,3.0,195.0,966000.0,دور للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
M744512289,فیلا,5.0,4.0,360.0,1150000.0,فيلا للبيع في بدر، جنوب الرياض,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
M787452868,شقة,4.0,3.0,245.0,800915.0,شقة للبيع في الحزم، غرب الرياض,الحزم، غرب الرياض، الرياض,حي الحزم,الرياض
V872010771,شقة,3.0,5.0,163.0,530000.0,شقة للبيع في عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
D596221626,فیلا,5.0,5.0,580.0,15000000.0,فيلا للبيع مساحتها 1090م ، حي العارض ، شمال الرياض,العارض، شمال الرياض، الرياض,حي العارض,الرياض
A036763011,عمارة سكنية,0.0,0.0,170.0,1230000.0,مبنى سكني بـ 5 غرف نوم للبيع في الخالدية، الرياض,الخالدية، وسط الرياض، الرياض,حي الخالدية,الرياض
V207564433,عمارة سكنية,0.0,0.0,900.0,520000.0,شقق فاخرة بحي بدر,بدر، جنوب الرياض، الرياض,حي بدر,الرياض
R033797270,فیلا,7.0,5.0,131.0,540000.0,عماره للبيع بمجموعة شقق، الرياض,العود، وسط الرياض، الرياض,حي العود,الرياض
U817780540,فیلا,8.0,7.0,300.0,3800000.0,فيلا للبيع في النرجس، الرياض,النرجس، شمال الرياض، الرياض,حي النرجس,الرياض
E712374039,دور,3.0,3.0,184.0,630000.0,دور للبيع في عكاظ، جنوب الرياض,عكاظ، جنوب الرياض، الرياض,حي عكاظ,الرياض
X686586861,فیلا,8.0,6.0,200.0,1200000.0,8 غرف نوم فيلل للبيع في طويق,طويق، غرب الرياض، الرياض,حي طويق,الرياض
O096664982,شقة,4.0,3.0,250.0,550000.0,شقة للبيع في الزهرة، غرب الرياض,الزهرة، غرب الرياض، الرياض,حي الزهرة,الرياض
E824489022,فیلا,4.0,5.0,370.0,2200000.0,فلل للبيع في المهدية، غرب الرياض,المهدية، غرب الرياض، الرياض,حي المهدية,الرياض
